instance_id;x;y
nauty-7_0;-3.06841;0.58698
nauty-7_1;-3.09298;1.44062
nauty-7_2;-2.33246;-0.28263
nauty-7_3;-0.56434;1.79808
nauty-7_4;-1.39582;0.02337
nauty-7_5;-1.26797;0.71591
nauty-7_6;-1.47224;1.27891
nauty-7_7;-2.15029;0.60992
nauty-7_8;-2.27945;0.84341
nauty-7_9;-2.51102;0.32626
nauty-7_10;-1.72881;-0.18403
nauty-7_11;-0.81282;2.02195
nauty-7_12;-1.2283;1.47799
nauty-7_13;-1.42404;1.65658
nauty-7_14;-2.09381;0.98131
nauty-7_15;-2.03432;1.19492
nauty-7_16;-2.42493;0.95486
nauty-7_17;-1.1795;1.28107
nauty-7_18;-1.06492;1.91112
nauty-7_19;-1.44222;2.01712
nauty-7_20;-1.47472;2.08912
nauty-7_21;-2.10646;1.41739
nauty-7_22;-2.21338;1.38621
nauty-7_23;-0.91987;3.16942
nauty-7_24;-3.08753;1.23258
nauty-7_25;-1.90721;2.03933
nauty-7_26;-1.71953;2.1784
nauty-7_27;-1.81579;2.57208
nauty-7_28;-2.22986;1.63189
nauty-7_29;-2.54922;-0.5365
nauty-7_30;-1.70617;-1.18578
nauty-7_31;0.2985;1.9816
nauty-7_32;0.23586;-1.83492
nauty-7_33;-0.25426;-0.36781
nauty-7_34;-0.88917;0.53002
nauty-7_35;-0.35006;1.66096
nauty-7_36;-1.60319;-0.08268
nauty-7_37;0.89564;1.63436
nauty-7_38;1.19346;2.57885
nauty-7_39;1.51121;0.13668
nauty-7_40;0.94191;1.60618
nauty-7_41;-1.51813;-1.30385
nauty-7_42;0.21999;-1.77854
nauty-7_43;0.29459;0.58873
nauty-7_44;-0.40143;-1.03297
nauty-7_45;-0.97919;-0.37506
nauty-7_46;-0.77382;-0.02394
nauty-7_47;-1.3455;-0.82195
nauty-7_48;1.47097;-1.23832
nauty-7_49;1.02581;1.09377
nauty-7_50;0.97746;1.02984
nauty-7_51;1.23389;1.31904
nauty-7_52;-1.86814;-0.4769
nauty-7_53;0.34539;0.21429
nauty-7_54;-0.42318;-1.47001
nauty-7_55;-0.75062;1.14701
nauty-7_56;-1.14388;0.84765
nauty-7_57;-0.89252;1.21723
nauty-7_58;-1.6117;0.15758
nauty-7_59;1.18341;0.73979
nauty-7_60;0.93239;0.63399
nauty-7_61;-0.13809;2.01785
nauty-7_62;0.06872;1.89275
nauty-7_63;-0.35983;-2.32351
nauty-7_64;1.24484;-1.46413
nauty-7_65;1.05688;-1.60278
nauty-7_66;1.2255;-1.74385
nauty-7_67;0.88377;-0.8065
nauty-7_68;0.71333;-0.69484
nauty-7_69;0.66058;-0.88063
nauty-7_70;2.80632;0.15599
nauty-7_71;2.74857;-0.20353
nauty-7_72;2.74444;-0.742
nauty-7_73;2.12072;-0.01871
nauty-7_74;2.15894;0.16578
nauty-7_75;1.8793;-0.84215
nauty-7_76;2.15839;0.58982
nauty-7_77;1.99644;-0.08828
nauty-7_78;2.07499;0.26502
nauty-7_79;1.59255;0.64224
nauty-7_80;2.32595;0.65222
nauty-7_81;2.01975;0.32394
nauty-7_82;2.06187;-0.78763
nauty-7_83;1.4319;0.35217
nauty-7_84;1.76413;1.34965
nauty-7_85;3.82648;-0.36919
nauty-7_86;-0.87663;-1.67483
nauty-7_87;0.8362;0.41
nauty-7_88;1.05673;-2.07132
nauty-7_89;0.25632;-0.20759
nauty-7_90;0.30398;0.06928
nauty-7_91;0.16608;0.89907
nauty-7_92;0.07844;0.45764
nauty-7_93;2.60845;-0.13215
nauty-7_94;1.56002;1.12821
nauty-7_95;1.91711;-1.32895
nauty-7_96;1.60602;0.99169
nauty-7_97;1.78723;-0.96735
nauty-7_98;1.29756;0.87031
nauty-7_99;1.53774;1.4976
nauty-7_100;2.03975;-0.60211
nauty-7_101;1.1157;1.41911
nauty-7_102;0.75545;1.50678
nauty-7_103;1.55055;1.43804
nauty-7_104;1.74526;-0.9538
nauty-7_105;0.82943;0.84422
nauty-7_106;1.13387;1.52261
nauty-7_107;0.71308;1.71305
nauty-7_108;-2.57734;-0.39632
nauty-7_109;-1.39541;-1.74386
nauty-7_110;0.68918;-1.92985
nauty-7_111;-0.2413;-0.84788
nauty-7_112;-0.33144;-1.65384
nauty-7_113;-0.94153;-1.07792
nauty-7_114;-0.90668;-0.50947
nauty-7_115;-1.19178;-1.4103
nauty-7_116;1.57591;0.09438
nauty-7_117;1.26308;1.68435
nauty-7_118;-2.18194;0.27037
nauty-7_119;-0.29966;-1.77178
nauty-7_120;-0.73333;2.05539
nauty-7_121;-0.41723;1.70902
nauty-7_122;-1.12274;1.61452
nauty-7_123;-0.72353;1.92392
nauty-7_124;-1.65126;0.93008
nauty-7_125;1.05632;0.52853
nauty-7_126;-0.12782;2.17593
nauty-7_127;0.29003;2.91465
nauty-7_128;-0.19275;2.81009
nauty-7_129;0.70131;2.20668
nauty-7_130;-2.18294;-0.44348
nauty-7_131;-0.08753;-2.1429
nauty-7_132;-0.3482;1.8886
nauty-7_133;-0.5655;1.92469
nauty-7_134;-1.03414;1.80744
nauty-7_135;-0.89448;1.72054
nauty-7_136;-1.71611;0.64016
nauty-7_137;1.2248;1.15808
nauty-7_138;0.78388;2.77278
nauty-7_139;-0.23494;2.17816
nauty-7_140;-0.06407;2.26051
nauty-7_141;-0.89702;-1.588
nauty-7_142;1.05602;-1.8317
nauty-7_143;0.11445;-0.41119
nauty-7_144;0.73723;-0.44812
nauty-7_145;0.16823;0.25894
nauty-7_146;0.10887;0.105
nauty-7_147;0.1578;0.59004
nauty-7_148;1.8499;-1.40492
nauty-7_149;2.44409;-0.72392
nauty-7_150;1.82866;0.93787
nauty-7_151;1.69956;-0.86818
nauty-7_152;0.82606;0.99221
nauty-7_153;1.64684;1.23939
nauty-7_154;1.88798;-0.66294
nauty-7_155;0.94648;0.87498
nauty-7_156;1.74144;1.17889
nauty-7_157;0.68105;1.053
nauty-7_158;2.02046;0.17609
nauty-7_159;1.05312;1.25574
nauty-7_160;1.82806;1.10004
nauty-7_161;0.74704;1.3197
nauty-7_162;0.65781;1.64851
nauty-7_163;-0.86316;-1.78446
nauty-7_164;1.0754;-1.97375
nauty-7_165;0.59899;-0.51287
nauty-7_166;0.47381;-0.42807
nauty-7_167;0.14918;0.01737
nauty-7_168;0.13907;0.37137
nauty-7_169;0.47969;-0.05094
nauty-7_170;2.42549;-0.98523
nauty-7_171;1.96291;-1.1038
nauty-7_172;1.82742;0.75385
nauty-7_173;2.06573;-1.11142
nauty-7_174;1.87545;1.08463
nauty-7_175;0.90316;0.74059
nauty-7_176;1.8515;-0.35142
nauty-7_177;1.49353;1.05897
nauty-7_178;1.10793;1.50308
nauty-7_179;0.67251;1.57952
nauty-7_180;2.14001;-0.59983
nauty-7_181;1.72005;0.89517
nauty-7_182;1.18677;0.96542
nauty-7_183;0.95711;1.16712
nauty-7_184;0.80937;1.37766
nauty-7_185;-1.52262;2.61608
nauty-7_186;1.06424;-2.91622
nauty-7_187;-0.2155;1.91538
nauty-7_188;1.97127;0.9701
nauty-7_189;0.53347;2.31289
nauty-7_190;0.6502;2.26364
nauty-7_191;-3.2881;0.24176
nauty-7_192;-2.4386;-1.09988
nauty-7_193;0.86772;2.34436
nauty-7_194;-0.16125;-2.62019
nauty-7_195;-1.0797;0.92992
nauty-7_196;-2.58378;0.05779
nauty-7_197;-2.83552;-0.94292
nauty-7_198;0.15882;-2.9514
nauty-7_199;-0.34898;2.60773
nauty-7_200;-1.0867;1.76367
nauty-7_201;-2.19051;1.44795
nauty-7_202;-1.03946;-2.46522
nauty-7_203;1.20122;-2.46324
nauty-7_204;0.92796;-2.31585
nauty-7_205;0.27474;0.51213
nauty-7_206;0.20383;-2.53068
nauty-7_207;2.66094;-1.51951
nauty-7_208;2.1752;-0.33418
nauty-7_209;1.63721;1.09841
nauty-7_210;0.97064;1.80428
nauty-7_211;2.80544;0.55138
nauty-7_212;2.18611;1.61538
nauty-7_213;1.09235;1.74694
nauty-7_214;-2.69043;-0.61429
nauty-7_215;-3.1698;-0.33382
nauty-7_216;-1.9157;-0.88442
nauty-7_217;-0.35193;1.26794
nauty-7_218;-0.41971;-1.41593
nauty-7_219;-0.8071;0.11584
nauty-7_220;-0.95504;0.5621
nauty-7_221;-1.92765;-0.57709
nauty-7_222;-1.80933;-0.03632
nauty-7_223;-1.84511;-1.17948
nauty-7_224;-0.35106;-1.44333
nauty-7_225;-0.39922;0.6309
nauty-7_226;-0.84301;-0.7026
nauty-7_227;-0.74872;0.08004
nauty-7_228;-1.88326;-0.96718
nauty-7_229;-1.78904;-0.67036
nauty-7_230;-2.5015;-0.19936
nauty-7_231;-1.06012;0.18422
nauty-7_232;-0.9429;-0.8766
nauty-7_233;-1.60101;1.24195
nauty-7_234;-1.03206;1.18385
nauty-7_235;-2.17241;0.06373
nauty-7_236;-2.02687;0.45664
nauty-7_237;-2.25788;-0.24693
nauty-7_238;-0.8905;0.8717
nauty-7_239;-1.03183;-0.24
nauty-7_240;-1.30966;0.9964
nauty-7_241;-1.40082;1.29166
nauty-7_242;-2.05636;0.25009
nauty-7_243;-1.88317;0.6035
nauty-7_244;-2.10217;-1.30793
nauty-7_245;-1.70878;-1.23819
nauty-7_246;-0.53753;1.65151
nauty-7_247;0.06598;-1.75111
nauty-7_248;-0.56936;0.23122
nauty-7_249;-0.04986;-0.03231
nauty-7_250;-0.3397;1.09214
nauty-7_251;-1.49699;-0.06415
nauty-7_252;0.33717;2.58843
nauty-7_253;-0.90945;-1.97384
nauty-7_254;0.33768;-1.21348
nauty-7_255;0.83569;-1.16401
nauty-7_256;0.10601;-1.57628
nauty-7_257;0.26169;-1.55881
nauty-7_258;-0.34543;-1.34465
nauty-7_259;-0.63304;-1.63964
nauty-7_260;-1.54105;-1.3615
nauty-7_261;-0.03697;0.62719
nauty-7_262;0.16539;-1.88087
nauty-7_263;-0.62688;0.81355
nauty-7_264;-0.02926;-0.43513
nauty-7_265;-0.97546;-0.02313
nauty-7_266;-1.44831;-0.68933
nauty-7_267;0.21199;1.36073
nauty-7_268;-1.22493;-1.5655
nauty-7_269;0.05838;0.91113
nauty-7_270;0.48418;-1.86744
nauty-7_271;0.03004;-0.99841
nauty-7_272;-0.40025;1.18833
nauty-7_273;-0.73704;0.51446
nauty-7_274;-1.23028;-0.64883
nauty-7_275;0.25792;1.70142
nauty-7_276;-0.71174;-2.84366
nauty-7_277;1.2443;-1.61151
nauty-7_278;0.25;-1.35268
nauty-7_279;2.7114;0.07135
nauty-7_280;1.89753;-1.19755
nauty-7_281;1.80855;-1.69755
nauty-7_282;2.0676;0.42408
nauty-7_283;1.61514;0.44464
nauty-7_284;-0.22026;-2.3296
nauty-7_285;1.26338;-1.40178
nauty-7_286;1.14971;-1.51277
nauty-7_287;1.19959;-1.78858
nauty-7_288;0.67841;-1.26784
nauty-7_289;0.90944;-1.11038
nauty-7_290;0.64152;-0.98159
nauty-7_291;2.60911;0.23179
nauty-7_292;2.54186;-0.3431
nauty-7_293;2.59546;-0.73466
nauty-7_294;2.24398;0.86142
nauty-7_295;1.99248;-0.15529
nauty-7_296;2.06945;-0.86189
nauty-7_297;2.18519;0.49771
nauty-7_298;1.97579;-1.25385
nauty-7_299;1.74297;-0.51085
nauty-7_300;1.33475;0.13511
nauty-7_301;2.05421;0.02782
nauty-7_302;2.08955;-0.25397
nauty-7_303;1.72026;-0.6341
nauty-7_304;1.23505;-0.07475
nauty-7_305;1.34965;-0.07975
nauty-7_306;3.33209;-0.53636
nauty-7_307;-2.03981;-1.55464
nauty-7_308;-0.86064;-2.0962
nauty-7_309;0.81126;-1.57553
nauty-7_310;0.4575;-1.51763
nauty-7_311;0.31897;-1.66314
nauty-7_312;0.40108;-1.85303
nauty-7_313;-0.23504;-1.31274
nauty-7_314;-0.63632;-1.82221
nauty-7_315;1.3973;0.09626
nauty-7_316;-1.38269;-1.43416
nauty-7_317;0.44765;-1.66326
nauty-7_318;-0.21558;1.66279
nauty-7_319;-0.06465;-0.33941
nauty-7_320;-0.1756;0.37906
nauty-7_321;-0.4411;-0.4742
nauty-7_322;-1.35206;-0.59918
nauty-7_323;1.26987;-0.53619
nauty-7_324;0.72762;2.55921
nauty-7_325;-1.43086;-1.59507
nauty-7_326;0.33001;-2.00918
nauty-7_327;-0.05758;-0.67517
nauty-7_328;-0.52181;0.75565
nauty-7_329;-0.15801;0.11767
nauty-7_330;-0.72869;-0.67248
nauty-7_331;-1.22193;-0.93477
nauty-7_332;1.38466;-1.16262
nauty-7_333;0.19777;1.13081
nauty-7_334;-1.45127;-1.26724
nauty-7_335;0.1515;-1.63997
nauty-7_336;-0.20925;0.35041
nauty-7_337;-0.21817;-0.54088
nauty-7_338;-0.59173;0.96286
nauty-7_339;-0.71364;-0.26543
nauty-7_340;-1.42737;-0.52452
nauty-7_341;1.32446;-1.08012
nauty-7_342;0.1376;1.30589
nauty-7_343;-0.29291;-2.87503
nauty-7_344;1.41934;-1.6079
nauty-7_345;0.8545;-1.33551
