instance_id;x;y
nauty-7_0;-0.13016;0.14313
nauty-7_1;-0.06947;0.1982
nauty-7_2;-0.09744;0.08021
nauty-7_3;-0.01557;0.03334
nauty-7_4;-0.03058;0.03446
nauty-7_5;0.00665;0.06797
nauty-7_6;-0.0017;0.12453
nauty-7_7;-0.06428;0.11779
nauty-7_8;-0.07538;0.09768
nauty-7_9;-0.08427;0.09104
nauty-7_10;-0.03757;0.03168
nauty-7_11;0.03543;0.07625
nauty-7_12;0.0283;0.06571
nauty-7_13;0.02185;0.12546
nauty-7_14;-0.04832;0.12228
nauty-7_15;-0.06126;0.10515
nauty-7_16;-0.01772;0.14894
nauty-7_17;0.00058;0.06557
nauty-7_18;0.02834;0.06616
nauty-7_19;0.05439;0.1424
nauty-7_20;0.05774;0.14327
nauty-7_21;-0.00607;0.1524
nauty-7_22;-0.0119;0.14641
nauty-7_23;0.16035;0.14507
nauty-7_24;-0.03486;0.19134
nauty-7_25;-0.01187;0.12115
nauty-7_26;0.01925;0.12404
nauty-7_27;0.06024;0.14436
nauty-7_28;-0.02281;0.18884
nauty-7_29;-0.15151;0.05077
nauty-7_30;-0.09227;-0.01287
nauty-7_31;-0.00163;0.00327
nauty-7_32;-0.03707;-0.05977
nauty-7_33;-0.001;-0.01748
nauty-7_34;-0.00725;0.04349
nauty-7_35;-0.01022;0.04543
nauty-7_36;-0.0779;0.0181
nauty-7_37;0.07599;0.0265
nauty-7_38;0.07949;0.03047
nauty-7_39;0.06598;-0.02079
nauty-7_40;0.07423;0.01634
nauty-7_41;-0.09228;-0.01007
nauty-7_42;-0.03441;-0.05863
nauty-7_43;0.00174;-0.00321
nauty-7_44;-0.00197;-0.0124
nauty-7_45;-0.01082;0.04731
nauty-7_46;-0.02844;0.04835
nauty-7_47;-0.07775;0.01862
nauty-7_48;0.06251;-0.01795
nauty-7_49;0.07966;0.02447
nauty-7_50;0.05939;0.0207
nauty-7_51;0.05499;0.01675
nauty-7_52;-0.10938;0.00054
nauty-7_53;-0.00579;-0.02645
nauty-7_54;-0.00629;-0.02064
nauty-7_55;0.0159;0.07361
nauty-7_56;0.01924;0.07431
nauty-7_57;0.00514;0.07518
nauty-7_58;-0.06842;0.06051
nauty-7_59;0.07399;0.01394
nauty-7_60;0.06696;0.01819
nauty-7_61;0.11387;0.09278
nauty-7_62;0.09294;0.08648
nauty-7_63;-0.09029;-0.10467
nauty-7_64;-0.00582;-0.09299
nauty-7_65;-0.00337;-0.09554
nauty-7_66;-0.00157;-0.09726
nauty-7_67;-0.02671;-0.04322
nauty-7_68;-0.03346;-0.04406
nauty-7_69;-0.0416;-0.05725
nauty-7_70;0.0856;-0.12614
nauty-7_71;0.08555;-0.12886
nauty-7_72;0.08829;-0.13471
nauty-7_73;0.05637;-0.06721
nauty-7_74;0.05775;-0.07375
nauty-7_75;0.05693;-0.06669
nauty-7_76;0.05712;-0.06275
nauty-7_77;0.04981;-0.0699
nauty-7_78;0.04903;-0.06672
nauty-7_79;0.06196;-0.01366
nauty-7_80;0.04964;-0.06493
nauty-7_81;0.04953;-0.06636
nauty-7_82;0.04128;-0.07754
nauty-7_83;0.049;-0.0215
nauty-7_84;0.04765;-0.02335
nauty-7_85;0.1304;-0.19982
nauty-7_86;-0.07116;-0.10416
nauty-7_87;0.00094;-0.10863
nauty-7_88;-0.01011;-0.11249
nauty-7_89;0.00321;-0.01485
nauty-7_90;0.00424;-0.01186
nauty-7_91;-0.00538;-0.01552
nauty-7_92;-0.00387;-0.01761
nauty-7_93;0.07671;-0.13597
nauty-7_94;0.09687;-0.0446
nauty-7_95;0.0522;-0.07412
nauty-7_96;0.09666;-0.04459
nauty-7_97;0.05288;-0.07081
nauty-7_98;0.0755;0.0158
